,년월,성별,연령대,세종특별자치시,조치원읍,연기면,연동면,부강면,금남면,장군면,연서면,전의면,전동면,소정면,한솔동,새롬동,도담동,아름동,종촌동,고운동,소담동,보람동,대평동,다정동
216,201710,여자,(70~79세),6508,1620,146,237,381,605,313,520,421,256,165,250,155,451,213,360,241,0,174,0,0
217,201710,여자,(80~89세),3812,784,117,205,209,413,201,289,256,217,114,143,98,270,128,176,87,0,105,0,0
218,201710,여자,(90~99세),582,117,13,33,24,70,19,53,45,30,8,20,20,36,29,27,22,0,16,0,0
219,201710,여자,(100세_이상),25,4,0,1,1,3,2,1,1,2,2,0,0,2,1,3,1,0,1,0,0
220,201711,남자,(0~9세),20347,2286,65,71,211,241,130,239,173,70,79,1743,1854,2684,2395,2830,2776,0,2500,0,0
221,201711,남자,(10~19세),15944,2429,81,100,245,267,189,297,277,88,124,1704,1223,2074,2039,1921,1540,0,1346,0,0
222,201711,남자,(20~29세),15056,3445,217,202,464,574,553,535,390,226,186,820,1340,1612,862,1284,1013,0,1333,0,0
223,201711,남자,(30~39세),25126,3483,198,214,472,582,551,516,373,213,163,1428,2575,3155,2045,3141,2983,0,3034,0,0
224,201711,남자,(40~49세),26989,4068,275,243,564,714,591,630,522,281,267,2386,2077,3349,2945,3126,2613,0,2338,0,0
225,201711,남자,(50~59세),17081,3388,296,364,649,996,646,759,625,476,265,1062,1129,1663,1077,1353,1005,0,1328,0,0
226,201711,남자,(60~69세),10177,2250,207,328,418,841,471,651,443,404,195,401,491,718,426,679,646,0,608,0,0
227,201711,남자,(70~79세),5037,1255,113,167,301,455,258,383,292,229,117,190,119,326,145,298,218,0,171,0,0
228,201711,남자,(80~89세),1835,417,44,85,120,197,119,188,146,97,44,47,40,102,46,68,48,0,27,0,0
229,201711,남자,(90~99세),155,40,5,6,11,16,6,8,11,5,7,5,4,16,4,5,3,0,3,0,0
230,201711,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,201711,여자,(0~9세),19447,2196,50,94,196,205,135,222,170,48,86,1694,1862,2511,2186,2804,2549,0,2439,0,0
232,201711,여자,(10~19세),15684,2324,72,76,226,259,178,234,227,84,125,1712,1231,2059,1916,1996,1614,0,1351,0,0
233,201711,여자,(20~29세),14599,2904,143,145,305,453,395,378,321,137,148,773,1516,2001,921,1463,1165,0,1431,0,0
234,201711,여자,(30~39세),26712,3144,126,146,288,442,284,375,263,121,117,1848,2824,3742,2664,3758,3341,0,3229,0,0
235,201711,여자,(40~49세),24181,3486,123,162,379,467,317,408,375,173,187,2331,2049,3236,2878,2907,2473,0,2230,0,0
236,201711,여자,(50~59세),15958,3198,226,265,518,777,540,635,499,350,219,962,1197,1587,944,1418,1199,0,1424,0,0
237,201711,여자,(60~69세),10513,2335,186,286,454,768,434,583,439,343,177,465,520,863,482,808,760,0,610,0,0
238,201711,여자,(70~79세),6533,1615,148,236,379,610,315,512,418,253,162,254,163,455,212,361,249,0,191,0,0
239,201711,여자,(80~89세),3839,794,112,206,213,409,200,294,254,219,113,142,103,277,125,179,88,0,111,0,0
240,201711,여자,(90~99세),584,118,14,31,23,69,20,51,46,28,7,22,19,37,31,27,22,0,19,0,0
241,201711,여자,(100세_이상),26,4,0,1,1,3,1,2,1,2,2,1,0,2,1,3,1,0,1,0,0
242,201712,남자,(0~9세),20500,2270,64,70,212,233,128,233,172,68,80,1740,1913,2673,2387,2828,2764,0,2665,0,0
243,201712,남자,(10~19세),16158,2429,79,99,244,258,187,292,277,89,126,1709,1273,2090,2051,1937,1562,0,1456,0,0
244,201712,남자,(20~29세),15290,3461,217,203,468,566,545,542,391,224,183,823,1416,1640,860,1287,1012,0,1452,0,0
245,201712,남자,(30~39세),25312,3451,204,211,470,570,545,502,364,217,166,1406,2680,3161,2028,3126,2960,0,3251,0,0
246,201712,남자,(40~49세),27303,4050,276,240,567,715,593,634,528,280,266,2398,2154,3344,2957,3133,2615,0,2553,0,0
247,201712,남자,(50~59세),17260,3390,297,364,643,1001,642,757,620,474,270,1075,1170,1665,1080,1358,1013,0,1441,0,0
248,201712,남자,(60~69세),10314,2265,214,328,418,838,481,658,448,408,193,399,513,719,433,686,649,0,664,0,0
249,201712,남자,(70~79세),5064,1256,114,163,306,455,250,384,292,229,117,196,130,326,143,296,223,0,184,0,0
250,201712,남자,(80~89세),1851,422,45,85,118,198,121,188,141,100,46,48,43,105,47,67,46,0,31,0,0
251,201712,남자,(90~99세),155,39,5,6,11,16,7,7,10,5,7,5,6,15,5,5,3,0,3,0,0
252,201712,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,201712,여자,(0~9세),19666,2166,49,92,202,204,135,218,164,48,90,1676,1939,2515,2167,2807,2546,0,2648,0,0
254,201712,여자,(10~19세),15889,2317,73,74,227,249,176,235,226,88,124,1724,1280,2070,1946,1999,1621,0,1460,0,0
255,201712,여자,(20~29세),14927,2920,148,145,309,458,389,370,322,138,149,781,1610,2033,932,1488,1169,0,1566,0,0
256,201712,여자,(30~39세),26950,3114,127,148,295,444,283,372,271,119,116,1826,2919,3685,2654,3742,3329,0,3506,0,0
257,201712,여자,(40~49세),24572,3483,120,163,374,451,321,415,370,178,184,2338,2140,3258,2914,2921,2504,0,2438,0,0
258,201712,여자,(50~59세),16148,3188,229,264,524,784,532,631,499,341,217,978,1249,1589,954,1435,1190,0,1544,0,0
259,201712,여자,(60~69세),10629,2342,189,281,453,759,432,583,439,347,178,471,540,869,485,821,765,0,675,0,0
260,201712,여자,(70~79세),6562,1614,149,236,380,615,311,505,419,255,163,254,174,453,214,357,251,0,212,0,0
261,201712,여자,(80~89세),3880,801,111,210,217,412,203,296,255,220,116,142,112,268,122,177,94,0,124,0,0
262,201712,여자,(90~99세),590,119,13,34,23,69,20,51,46,29,6,23,19,37,29,27,21,0,24,0,0
263,201712,여자,(100세_이상),26,4,0,1,1,3,1,2,1,2,2,1,0,2,1,3,1,0,1,0,0
264,201801,남자,(0~9세),20677,2238,63,72,214,231,122,222,172,69,79,1730,1970,2657,2403,2824,2758,0,2853,0,0
265,201801,남자,(10~19세),16470,2439,79,98,243,257,183,290,277,87,124,1715,1343,2119,2074,1963,1594,0,1585,0,0
266,201801,남자,(20~29세),15323,3415,213,201,468,557,533,548,399,221,185,810,1457,1636,858,1291,1007,0,1524,0,0
267,201801,남자,(30~39세),25543,3430,210,205,468,570,541,505,363,213,162,1414,2764,3149,2023,3096,2951,0,3479,0,0
268,201801,남자,(40~49세),27674,4072,270,236,565,712,599,640,529,271,264,2417,2237,3352,2983,3147,2649,0,2731,0,0
269,201801,남자,(50~59세),17466,3393,302,358,641,1004,645,759,621,473,271,1080,1221,1682,1077,1371,1026,0,1542,0,0
270,201801,남자,(60~69세),10444,2279,219,331,424,836,479,665,451,405,191,399,532,736,436,689,658,0,714,0,0
271,201801,남자,(70~79세),5098,1266,114,162,302,454,248,383,293,229,117,192,134,327,150,304,224,0,199,0,0
272,201801,남자,(80~89세),1864,425,44,89,119,198,126,186,141,100,47,48,42,103,46,65,51,0,34,0,0
273,201801,남자,(90~99세),160,39,5,6,11,18,7,8,10,5,7,5,6,15,6,5,4,0,3,0,0
274,201801,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,201801,여자,(0~9세),19842,2147,48,95,203,198,130,210,165,49,93,1679,1975,2524,2163,2793,2552,0,2818,0,0
276,201801,여자,(10~19세),16238,2314,72,76,227,257,179,241,230,81,124,1729,1369,2109,1979,2009,1644,0,1598,0,0
277,201801,여자,(20~29세),15000,2906,148,137,302,450,379,365,316,140,144,787,1686,2017,924,1478,1154,0,1667,0,0
278,201801,여자,(30~39세),27262,3107,124,147,297,439,283,376,270,118,117,1820,3010,3683,2637,3741,3321,0,3772,0,0
279,201801,여자,(40~49세),24897,3486,122,163,370,453,320,411,368,180,182,2358,2213,3278,2934,2938,2524,0,2597,0,0
280,201801,여자,(50~59세),16308,3191,223,259,527,784,529,632,498,337,217,970,1286,1607,958,1451,1200,0,1639,0,0
281,201801,여자,(60~69세),10760,2353,188,287,453,764,436,588,437,353,176,476,554,876,492,824,776,0,727,0,0
282,201801,여자,(70~79세),6579,1616,148,238,378,615,314,506,418,253,165,250,174,455,220,357,250,0,222,0,0
283,201801,여자,(80~89세),3899,804,113,208,219,408,207,295,256,222,116,138,110,266,124,183,101,0,129,0,0
284,201801,여자,(90~99세),605,119,12,35,24,70,21,51,46,30,7,24,20,40,28,29,22,0,27,0,0
285,201801,여자,(100세_이상),27,4,0,1,1,4,1,2,1,2,2,1,0,2,1,3,1,0,1,0,0
286,201802,남자,(0~9세),21158,2225,61,69,216,223,117,221,172,61,80,1728,2351,2641,2381,2827,2765,0,3020,0,0
287,201802,남자,(10~19세),16849,2425,76,97,243,265,193,290,271,90,122,1712,1549,2140,2101,1990,1600,0,1685,0,0
288,201802,남자,(20~29세),15442,3413,212,198,461,549,520,534,394,220,185,805,1589,1632,865,1276,1002,0,1587,0,0
289,201802,남자,(30~39세),25943,3415,216,198,463,557,537,509,357,205,155,1401,3056,3159,2009,3075,2941,0,3690,0,0
290,201802,남자,(40~49세),28212,4041,273,232,573,710,588,636,532,270,264,2419,2577,3373,2993,3161,2675,0,2895,0,0
291,201802,남자,(50~59세),17687,3393,301,354,634,1005,647,761,621,475,272,1074,1316,1714,1088,1378,1044,0,1610,0,0
292,201802,남자,(60~69세),10591,2291,223,339,427,836,482,673,450,405,188,405,577,732,440,707,659,0,757,0,0
293,201802,남자,(70~79세),5136,1266,115,162,299,459,248,380,288,229,115,194,161,327,153,303,230,0,207,0,0
294,201802,남자,(80~89세),1878,426,43,85,124,199,124,187,146,101,49,46,43,105,48,64,50,0,38,0,0
295,201802,남자,(90~99세),165,39,5,6,11,18,8,11,10,5,5,5,8,15,6,5,4,0,4,0,0
296,201802,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,201802,여자,(0~9세),20342,2151,48,95,201,194,127,209,164,46,87,1688,2277,2524,2155,2794,2572,0,3010,0,0
298,201802,여자,(10~19세),16603,2298,72,76,225,255,174,234,230,79,122,1721,1609,2124,1978,2029,1678,0,1699,0,0
299,201802,여자,(20~29세),15167,2909,147,135,300,452,372,358,311,139,144,780,1849,2028,912,1465,1146,0,1720,0,0
300,201802,여자,(30~39세),27798,3091,125,145,295,435,277,372,268,118,113,1830,3394,3677,2623,3725,3331,0,3979,0,0
301,201802,여자,(40~49세),25415,3475,117,162,376,454,316,410,363,176,186,2340,2532,3309,2937,2972,2535,0,2755,0,0
302,201802,여자,(50~59세),16534,3174,226,259,520,785,536,627,497,337,215,980,1403,1623,963,1457,1203,0,1729,0,0
303,201802,여자,(60~69세),10889,2371,188,288,452,763,439,586,436,354,178,468,620,877,485,836,782,0,766,0,0
304,201802,여자,(70~79세),6630,1625,148,237,379,620,314,516,414,249,166,251,202,451,226,346,250,0,236,0,0
305,201802,여자,(80~89세),3924,801,114,204,218,402,210,291,260,225,114,139,129,267,121,189,103,0,137,0,0
306,201802,여자,(90~99세),615,118,13,33,24,75,22,49,47,30,7,26,22,40,29,31,22,0,27,0,0
307,201802,여자,(100세_이상),26,5,0,2,1,4,1,2,1,2,2,1,0,1,0,2,1,0,1,0,0
308,201803,남자,(0~9세),21359,2202,61,69,211,225,118,222,169,59,79,1709,2577,2626,2358,2823,2745,0,3106,0,0
309,201803,남자,(10~19세),17013,2437,76,94,237,261,191,292,264,88,120,1718,1697,2140,2103,1983,1609,0,1703,0,0
310,201803,남자,(20~29세),15740,3496,213,192,462,537,513,532,394,216,187,805,1760,1646,875,1267,1007,0,1638,0,0
311,201803,남자,(30~39세),26237,3394,210,196,454,539,524,515,355,203,153,1369,3404,3107,2003,3049,2925,0,3837,0,0
312,201803,남자,(40~49세),28454,4033,271,231,570,713,585,642,524,270,264,2390,2818,3363,2988,3147,2680,0,2965,0,0
313,201803,남자,(50~59세),17897,3392,299,350,631,996,650,762,620,473,269,1085,1463,1723,1097,1375,1052,0,1660,0,0
314,201803,남자,(60~69세),10754,2308,223,339,432,843,479,670,454,411,189,409,643,727,452,716,658,0,801,0,0
315,201803,남자,(70~79세),5195,1273,116,167,292,466,250,383,292,227,115,191,187,331,155,306,232,0,212,0,0
316,201803,남자,(80~89세),1888,430,42,86,122,202,123,184,146,101,50,47,46,108,51,62,48,0,40,0,0
317,201803,남자,(90~99세),170,39,5,6,12,18,9,11,11,5,5,5,8,17,6,5,4,0,4,0,0
318,201803,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,201803,여자,(0~9세),20471,2128,50,94,193,189,126,208,157,41,88,1654,2490,2485,2151,2772,2571,0,3074,0,0
320,201803,여자,(10~19세),16798,2294,71,73,217,252,175,236,227,78,118,1712,1770,2129,1989,2028,1683,0,1746,0,0
321,201803,여자,(20~29세),15402,2905,143,131,296,450,363,347,305,141,142,777,2082,2031,901,1462,1141,0,1785,0,0
322,201803,여자,(30~39세),27987,3048,121,143,288,429,270,368,261,116,112,1806,3723,3616,2593,3698,3293,0,4102,0,0
323,201803,여자,(40~49세),25694,3459,115,157,369,451,307,409,354,173,182,2326,2784,3303,2957,2972,2553,0,2823,0,0
324,201803,여자,(50~59세),16748,3193,223,262,515,788,533,621,502,339,218,978,1541,1631,973,1449,1208,0,1774,0,0
325,201803,여자,(60~69세),11025,2366,189,285,454,768,443,591,434,351,180,474,688,883,490,840,784,0,805,0,0
326,201803,여자,(70~79세),6664,1624,148,233,379,619,308,517,414,248,166,248,239,454,220,351,248,0,248,0,0
327,201803,여자,(80~89세),3980,814,116,212,220,412,213,293,260,222,115,136,145,274,121,185,102,0,140,0,0
328,201803,여자,(90~99세),622,117,13,31,24,73,22,48,48,32,8,25,27,44,28,31,21,0,30,0,0
329,201803,여자,(100세_이상),28,5,0,2,1,4,1,3,1,2,2,1,0,1,0,2,1,0,2,0,0
330,201804,남자,(0~9세),21633,2178,59,67,210,218,115,217,161,60,77,1665,3012,2609,2325,2796,2717,0,3147,0,0
331,201804,남자,(10~19세),17204,2426,76,93,237,258,184,290,262,86,119,1715,1942,2123,2101,1965,1611,0,1716,0,0
332,201804,남자,(20~29세),16004,3505,206,190,463,538,524,522,386,212,189,802,1983,1688,865,1268,992,0,1671,0,0
333,201804,남자,(30~39세),26698,3351,216,194,447,526,520,512,351,199,147,1353,4004,3074,1980,3031,2895,0,3898,0,0
334,201804,남자,(40~49세),28733,3992,270,227,568,712,575,630,515,273,261,2377,3240,3349,2978,3119,2657,0,2990,0,0
335,201804,남자,(50~59세),18117,3392,299,357,625,988,643,767,617,470,271,1078,1672,1724,1099,1374,1052,0,1689,0,0
336,201804,남자,(60~69세),10919,2302,224,339,432,852,482,669,464,410,189,412,765,727,451,724,664,0,813,0,0
337,201804,남자,(70~79세),5237,1275,116,168,297,475,255,381,287,226,116,189,209,329,155,305,237,0,217,0,0
338,201804,남자,(80~89세),1917,437,41,86,121,202,120,186,149,102,50,51,51,109,53,68,48,0,43,0,0
339,201804,남자,(90~99세),172,40,4,6,13,17,11,11,11,5,5,6,9,15,6,5,4,0,4,0,0
340,201804,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,201804,여자,(0~9세),20784,2096,49,91,189,190,124,204,157,44,86,1615,2952,2459,2119,2761,2544,0,3104,0,0
342,201804,여자,(10~19세),17008,2289,72,70,214,249,175,231,227,76,119,1708,2033,2108,1985,2014,1681,0,1757,0,0
343,201804,여자,(20~29세),15598,2886,137,127,290,445,354,347,297,143,139,783,2314,2057,906,1449,1127,0,1797,0,0
344,201804,여자,(30~39세),28390,3000,117,140,291,426,264,358,257,113,110,1769,4320,3582,2565,3658,3255,0,4165,0,0
345,201804,여자,(40~49세),25981,3434,109,153,363,438,303,402,351,170,183,2320,3176,3296,2943,2956,2536,0,2848,0,0
346,201804,여자,(50~59세),17025,3206,219,265,515,793,534,621,501,339,219,976,1768,1631,975,1451,1202,0,1810,0,0
347,201804,여자,(60~69세),11181,2357,191,285,453,766,447,597,436,356,178,481,807,875,489,838,794,0,831,0,0
348,201804,여자,(70~79세),6690,1628,147,234,381,622,302,509,411,246,166,245,268,456,222,351,254,0,248,0,0
349,201804,여자,(80~89세),4031,823,116,214,216,413,220,299,260,222,116,136,162,278,120,189,100,0,147,0,0
350,201804,여자,(90~99세),617,118,14,30,23,72,23,49,47,31,8,24,27,43,26,30,21,0,31,0,0
351,201804,여자,(100세_이상),27,5,0,2,1,4,1,3,1,2,2,0,0,1,0,2,1,0,2,0,0
352,201805,남자,(0~9세),21795,2151,57,68,210,211,115,219,160,59,79,1645,3257,2569,2297,2796,2715,0,3187,0,0
353,201805,남자,(10~19세),17338,2415,75,90,235,259,182,289,259,84,116,1699,2085,2120,2096,1969,1624,0,1741,0,0
354,201805,남자,(20~29세),16187,3512,203,192,469,548,511,522,388,216,187,807,2142,1682,864,1270,993,0,1681,0,0
355,201805,남자,(30~39세),26921,3335,215,196,450,517,523,501,349,203,145,1332,4357,3065,1956,2997,2862,0,3918,0,0
356,201805,남자,(40~49세),28975,3985,267,225,566,714,581,628,512,267,259,2369,3474,3340,2963,3130,2671,0,3024,0,0
357,201805,남자,(50~59세),18328,3401,300,354,632,987,650,774,614,472,264,1081,1836,1718,1102,1382,1054,0,1707,0,0
358,201805,남자,(60~69세),11025,2304,223,337,435,865,484,660,469,411,196,415,828,738,458,719,664,0,819,0,0
359,201805,남자,(70~79세),5264,1272,119,169,294,476,256,385,287,224,113,190,222,331,159,305,241,0,221,0,0
360,201805,남자,(80~89세),1938,444,41,89,122,201,119,182,152,104,52,54,53,111,50,66,48,0,50,0,0
361,201805,남자,(90~99세),171,39,4,5,13,16,11,11,11,5,5,6,10,15,7,5,4,0,4,0,0
362,201805,남자,(100세_이상),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,201805,여자,(0~9세),20903,2061,47,90,184,191,123,207,156,44,84,1587,3208,2447,2085,2732,2526,0,3131,0,0
364,201805,여자,(10~19세),17185,2285,73,69,216,246,178,235,226,77,121,1707,2205,2105,1984,2009,1687,0,1762,0,0
365,201805,여자,(20~29세),15736,2887,136,127,285,440,359,343,290,141,139,781,2489,2031,893,1457,1129,0,1809,0,0
366,201805,여자,(30~39세),28644,2981,114,140,290,429,264,348,259,108,108,1742,4653,3564,2551,3642,3233,0,4218,0,0
367,201805,여자,(40~49세),26189,3420,113,151,359,439,307,401,348,165,182,2315,3426,3289,2922,2942,2558,0,2852,0,0
368,201805,여자,(50~59세),17230,3202,216,266,518,794,530,616,506,341,218,982,1960,1620,983,1445,1202,0,1831,0,0
369,201805,여자,(60~69세),11295,2364,194,284,451,762,452,598,437,357,175,490,884,865,504,832,803,0,843,0,0
370,201805,여자,(70~79세),6704,1630,144,234,382,619,298,506,408,244,165,245,285,458,226,351,256,0,253,0,0
371,201805,여자,(80~89세),4059,822,115,217,217,413,222,299,262,222,115,136,182,279,120,191,101,0,146,0,0
372,201805,여자,(90~99세),621,116,14,30,25,71,24,48,47,31,10,23,34,42,27,28,20,0,31,0,0
373,201805,여자,(100세_이상),28,5,0,2,1,4,1,4,1,2,2,0,0,1,0,2,1,0,2,0,0
374,201806,남자,(0~9세),21982,2104,56,67,214,214,121,217,159,60,73,1641,3502,2537,2262,2773,2768,0,3214,0,0
375,201806,남자,(10~19세),17484,2401,76,89,234,263,178,284,259,84,118,1692,2219,2124,2091,1972,1653,0,1747,0,0
376,201806,남자,(20~29세),16326,3493,204,190,473,553,510,516,385,217,183,800,2291,1665,876,1254,1005,0,1711,0,0
377,201806,남자,(30~39세),27175,3292,211,195,445,513,521,499,351,204,142,1324,4666,3020,1931,2996,2912,0,3953,0,0
378,201806,남자,(40~49세),29220,3951,262,227,576,718,581,626,505,265,257,2362,3717,3335,2948,3092,2724,0,3074,0,0
379,201806,남자,(50~59세),18559,3416,306,357,627,982,653,773,616,470,262,1080,1987,1721,1117,1388,1078,0,1726,0,0
380,201806,남자,(60~69세),11152,2301,224,334,437,876,486,657,466,409,197,417,900,741,457,728,683,0,839,0,0
381,201806,남자,(70~79세),5309,1273,118,169,298,473,256,385,290,224,115,188,244,332,158,310,252,0,224,0,0
382,201806,남자,(80~89세),1923,443,41,90,119,199,119,178,152,105,52,50,52,110,50,65,48,0,50,0,0
383,201806,남자,(90~99세),170,38,4,5,13,17,10,12,11,4,4,7,10,15,7,6,4,0,3,0,0
384,201806,남자,(100세_이상),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,201806,여자,(0~9세),21033,2028,44,87,179,196,125,208,158,41,84,1568,3413,2425,2047,2697,2576,0,3157,0,0
386,201806,여자,(10~19세),17359,2276,72,70,219,237,177,236,221,76,116,1689,2356,2106,2000,2004,1714,0,1790,0,0
387,201806,여자,(20~29세),15908,2867,133,128,287,438,359,347,292,141,139,789,2681,2017,881,1436,1151,0,1822,0,0
388,201806,여자,(30~39세),28883,2950,112,137,291,420,256,343,261,106,106,1712,5009,3503,2513,3611,3302,0,4251,0,0
389,201806,여자,(40~49세),26470,3396,114,148,358,441,300,399,347,165,177,2319,3684,3289,2913,2931,2604,0,2885,0,0
390,201806,여자,(50~59세),17455,3205,217,269,518,784,532,619,504,340,216,980,2110,1630,987,1461,1234,0,1849,0,0
391,201806,여자,(60~69세),11401,2373,194,286,455,764,452,600,439,354,174,496,954,855,498,836,816,0,855,0,0
392,201806,여자,(70~79세),6737,1628,141,234,382,622,301,508,406,247,165,246,307,457,225,353,257,0,258,0,0
393,201806,여자,(80~89세),4059,822,115,213,218,414,223,299,264,220,115,132,196,275,116,186,100,0,151,0,0
394,201806,여자,(90~99세),630,120,16,31,24,72,25,48,47,31,10,23,34,41,28,29,20,0,31,0,0
395,201806,여자,(100세_이상),28,6,0,2,1,4,1,4,1,2,2,0,0,0,0,2,1,0,2,0,0
396,201807,남자,(0~9세),22157,2093,58,66,210,216,120,214,158,60,76,1633,3669,2511,2232,2757,2797,1574,1409,304,0
397,201807,남자,(10~19세),17618,2369,76,88,229,268,176,289,261,83,119,1683,2311,2125,2088,1964,1688,730,910,161,0
398,201807,남자,(20~29세),16455,3495,203,194,476,548,502,514,388,216,185,792,2377,1672,880,1240,1010,772,774,217,0
399,201807,남자,(30~39세),27403,3267,219,195,454,512,526,498,342,206,144,1330,4864,3001,1900,2985,2947,2057,1497,459,0
400,201807,남자,(40~49세),29407,3942,262,226,573,716,577,631,499,264,250,2334,3877,3319,2923,3090,2755,1406,1463,300,0
401,201807,남자,(50~59세),18732,3410,307,352,619,982,656,777,623,474,264,1084,2083,1731,1129,1392,1093,737,812,207,0
402,201807,남자,(60~69세),11232,2294,232,333,436,870,486,654,463,408,195,415,946,744,456,732,699,393,380,96,0
403,201807,남자,(70~79세),5357,1281,116,166,297,478,258,386,291,224,115,189,261,333,155,307,260,114,104,22,0
404,201807,남자,(80~89세),1940,453,45,89,120,197,119,177,152,105,52,51,53,106,52,67,53,21,21,7,0
405,201807,남자,(90~99세),172,39,3,6,13,17,10,11,12,4,4,7,10,16,7,6,4,3,0,0,0
406,201807,남자,(100세_이상),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,201807,여자,(0~9세),21175,1997,48,89,173,198,119,203,154,44,87,1560,3575,2394,2027,2677,2615,1524,1388,303,0
408,201807,여자,(10~19세),17528,2260,72,68,217,235,174,238,219,72,112,1681,2478,2109,2003,1999,1752,772,907,160,0
409,201807,여자,(20~29세),16041,2873,127,132,283,442,364,347,293,146,142,789,2765,2022,868,1426,1158,869,781,214,0
410,201807,여자,(30~39세),29051,2916,113,137,286,419,252,339,253,108,103,1695,5216,3492,2474,3588,3339,2158,1719,444,0
411,201807,여자,(40~49세),26724,3388,112,147,360,441,298,396,346,163,174,2313,3875,3268,2901,2919,2650,1319,1380,274,0
412,201807,여자,(50~59세),17610,3203,216,270,516,790,526,613,504,341,210,984,2205,1644,989,1470,1246,805,850,228,0
413,201807,여자,(60~69세),11525,2379,196,286,452,763,453,599,440,355,178,487,1015,855,502,839,838,431,373,84,0
414,201807,여자,(70~79세),6770,1623,141,236,383,615,301,513,406,248,167,248,320,459,225,360,263,126,107,29,0
415,201807,여자,(80~89세),4059,815,111,215,217,414,224,299,262,222,115,130,205,271,118,188,101,60,77,15,0
416,201807,여자,(90~99세),639,123,18,31,22,71,27,46,49,31,10,22,39,39,28,28,20,19,12,4,0
417,201807,여자,(100세_이상),28,7,0,2,0,4,2,3,1,2,2,0,0,0,0,2,1,0,2,0,0
418,201808,남자,(0~9세),22371,2074,55,65,210,210,121,219,155,61,74,1615,3824,2481,2202,2753,2833,1586,1425,408,0
419,201808,남자,(10~19세),17784,2368,77,90,223,272,173,285,260,81,117,1664,2386,2131,2087,1966,1716,733,919,236,0
420,201808,남자,(20~29세),16649,3534,194,193,481,538,501,513,389,214,186,789,2453,1689,879,1237,1012,777,806,264,0
421,201808,남자,(30~39세),27703,3237,217,193,448,525,517,504,338,205,143,1337,5044,2991,1889,2976,2982,2063,1532,562,0
422,201808,남자,(40~49세),29609,3926,262,224,572,705,574,624,491,259,250,2309,4015,3311,2890,3074,2806,1426,1476,415,0
423,201808,남자,(50~59세),18991,3410,306,353,622,980,657,777,621,478,262,1092,2166,1740,1144,1404,1119,745,837,278,0
424,201808,남자,(60~69세),11358,2313,227,331,439,871,485,660,465,411,193,420,979,747,464,733,701,401,393,125,0
425,201808,남자,(70~79세),5401,1278,115,165,293,473,257,388,292,224,119,192,276,335,156,312,262,118,115,31,0
426,201808,남자,(80~89세),1951,462,44,89,117,194,121,172,152,108,54,50,53,109,53,70,53,20,22,8,0
427,201808,남자,(90~99세),173,39,3,7,14,19,10,13,9,3,4,6,10,16,6,6,5,3,0,0,0
428,201808,남자,(100세_이상),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,201808,여자,(0~9세),21340,1966,48,88,169,203,116,209,151,45,85,1548,3699,2375,2030,2655,2647,1535,1389,382,0
430,201808,여자,(10~19세),17748,2258,69,68,218,234,175,238,215,71,112,1666,2566,2117,1990,2011,1803,775,922,240,0
431,201808,여자,(20~29세),16209,2873,127,127,290,441,364,340,289,146,139,786,2839,2021,864,1417,1170,863,837,276,0
432,201808,여자,(30~39세),29278,2884,114,135,277,409,263,338,253,106,100,1693,5411,3450,2457,3560,3358,2165,1733,572,0
433,201808,여자,(40~49세),26990,3385,111,148,362,437,304,397,342,164,169,2297,3991,3276,2877,2913,2711,1328,1397,381,0
434,201808,여자,(50~59세),17820,3201,214,265,513,791,522,612,499,336,210,983,2289,1671,991,1483,1258,809,873,300,0
435,201808,여자,(60~69세),11650,2388,192,287,450,764,455,600,442,359,179,492,1041,859,506,833,850,448,399,106,0
436,201808,여자,(70~79세),6822,1633,143,234,388,611,300,505,408,246,166,249,329,469,222,370,271,125,115,38,0
437,201808,여자,(80~89세),4063,811,112,212,215,411,225,303,259,222,116,132,209,267,119,191,101,57,79,22,0
438,201808,여자,(90~99세),643,126,17,31,22,69,29,45,51,32,10,22,41,40,27,28,20,17,11,5,0
439,201808,여자,(100세_이상),29,7,0,2,0,4,2,3,1,3,2,0,0,0,0,2,1,0,2,0,0
440,201809,남자,(0~9세),22468,2059,52,60,211,203,121,214,153,57,74,1602,3864,2464,2179,2733,2846,1657,1425,494,0
441,201809,남자,(10~19세),17944,2385,79,92,218,268,172,281,257,80,116,1657,2420,2138,2084,1973,1730,774,916,304,0
442,201809,남자,(20~29세),16921,3695,193,188,476,532,505,509,388,211,185,793,2448,1715,882,1238,1030,795,818,320,0
