date,kosave,kosave_quant,kosave_amt,mmc,cma,bc,ar,wti,unsoldapt,apt,tr_bond,loan_apt,cd,houseloan_county,houseloan_seoul,cash_cur,deli_ratio,termdepo,interrate_call,interrate_kb,bsi,cpi_month,cpi_jeon,cpi_total,ppi_realestate,ppi_buildlease,ppi_total,unemprate,cci,cli,SPI
2017-10-01,2482.87,315726,6202414,56397.7,47856.9,179788,302.7,51.59,56,6315,2.03,6371.39,1.38,278568.7,175427.9,96159.2,0.3,974017.3,1.25,1.25,101,100.73,108.18,105.09,104.92,101.34,102.14,4.2,109.4,111.3,99.52
2017-11-01,2533.51,339753,6269780,57661.3,47010.5,179703.6,301.1,56.66,68,8139,2.15,9495.92,1.45,281452.2,176351.5,95282.1,0.3,984253.2,1.26,1.5,101,100.74,108.44,105.25,104.26,101.34,102.04,4.1,110.1,111.6,100
2017-12-01,2467.73,302528,5520972,52206.2,47834.6,183376.8,324.3,57.95,45,8541,2.1,10591.12,1.66,282438.7,176991,95872.9,0.2,980323.7,1.51,1.5,100.7,100.67,108.51,105.26,104.59,101.37,102.09,4.4,110.7,111.8,100.9
2018-01-01,2520.94,375160,7142577,63760.2,48604.1,183070.7,335.9,63.66,45,12564,2.19,9728.65,1.66,283669.8,177280.4,96533.4,0.3,983166.5,1.5,1.5,98.1,100.62,108.79,105.4,104.86,101.43,102.52,4.4,111,112.2,102.94
2018-02-01,2439.1,404512,6886748,63318.4,47668,183247.6,342.1,62.18,48,9168,2.28,11187.95,1.65,284094.8,177150.8,99778.5,0.3,993334.1,1.49,1.5,99.8,100.56,108.97,105.47,106.41,101.44,102.95,5.3,111.8,112.5,104.85
2018-03-01,2451.57,384710,6883678,62076.1,47823,184552.4,357.2,62.77,48,9409,2.27,11256.54,1.65,285382.6,177624.2,98577.7,0.3,999082.7,1.49,1.5,96.3,100.49,109.14,105.54,106.84,101.47,102.91,5.5,112.3,112.7,106.05
2018-04-01,2458.22,497136,7812027,61828.4,47265.4,188845.4,341.8,66.33,47,4487,2.19,9407.1,1.65,287303.5,178078,98236.3,0.3,1007269.6,1.48,1.5,98.3,100.44,109.39,105.66,106.57,101.54,103.04,5,112.6,112.7,107.6
2018-05-01,2461.3,641027,9053263,64689.8,45023.6,186191.2,320.1,69.98,47,4699,2.25,8313.76,1.65,288940,178762.9,99121.9,0.3,1020740.8,1.5,1.5,100.7,100.39,109.53,105.71,106.34,101.65,103.34,5.3,112.4,113.2,108
2018-06-01,2394.51,497413,7546209,69251.9,45279.9,189630.9,326.3,67.32,47,5240,2.18,9231.11,1.65,289868.6,178960.1,98939.3,0.3,1032544.8,1.49,1.5,99,100.3,109.61,105.72,105.96,101.84,103.37,4.8,112.6,113.5,108.69
2018-07-01,2284.25,341344,5510769,70872.6,44421.1,193726.2,343.1,70.58,42,7027,2.1,8853.14,1.65,291201.8,179277.6,99143.1,0.3,1042339.2,1.49,1.5,93.7,100.24,109.66,105.72,105.55,102,103.85,4.7,113.5,113.7,110.12
2018-08-01,2283.8,282026,5226407,74495.7,44116.7,193691.2,343.7,67.85,39,14966,2.02,8936.78,1.65,293203.6,179981.4,99452.9,0.3,1051895.3,1.5,1.5,94.9,100.25,109.82,105.82,106.27,102.23,104.32,5,114.1,113.6,114.66
2018-09-01,2307.33,319602,6069409,56853.4,43725.4,197427.4,342.9,70.08,29,7203,1.95,7409.84,1.65,295266.1,181251.5,101615.9,0.3,1065153.9,1.54,1.5,97.8,100.23,109.95,105.88,106.01,102.39,104.62,4.9,113.9,113.8,121.07
2018-10-01,2153.48,334386,6101582,57677.9,42663.6,200131.2,338.5,70.76,28,3260,2.01,11765.92,1.68,298189.6,181938.7,102340.3,0.3,1083014,1.52,1.5,93.2,100.2,110.04,105.92,106.63,102.39,104.26,4.2,113.9,113.9,122.14
2018-11-01,2083.33,317225,5292702,59263.5,42278.7,202010.4,335.4,56.69,28,1775,1.94,13009.15,1.71,300850.4,183394.7,102587.7,0.3,1094905.7,1.51,1.75,92.2,100.19,110.11,105.95,106.29,102.45,103.53,3.8,113.6,114,120.33
2018-12-01,2070.13,401678,5249589,51063.9,42168.8,207182.9,340.3,48.98,27,1591,1.83,11069.96,1.91,301803.2,183858,103397.2,0.3,1094973.6,1.77,1.75,92.4,100.14,110.19,105.97,106.31,102.52,103.03,4.2,113.4,114,118.9
2019-01-01,2101.98,429782,5603161,57816.2,42370.4,209120.4,362.3,51.55,27,1724,1.81,11968.53,1.87,301208.6,183577.9,104583.8,0.3,1098154.1,1.76,1.75,89.8,100.14,110.25,106.01,105.64,102.6,102.92,5.1,113.4,114.2,117.66
2019-02-01,2210.2,404856,5618904,56532.1,42483.5,211185.8,372.3,54.98,50,1454,1.8,10677.3,1.87,301725.2,183974.3,107730.6,0.3,1106922.6,1.76,1.75,95.6,100.09,110.33,106.04,109.32,102.71,103.02,5.3,113.1,114.4,116.63
2019-03-01,2161.91,322903,4921997,55936.2,42137.5,210656.1,359.8,58.17,770,2275,1.79,10868.28,1.9,302256.6,184496.7,106160.2,0.3,1120331.7,1.76,1.75,94.7,100.06,110.35,106.04,108.88,102.77,103.38,5.6,113.3,114.7,115.45
2019-04-01,2212.12,440443,5378292,54193.9,43500.6,211903.3,330.4,63.87,292,3042,1.74,8807.49,1.89,304106.8,185582.2,106539.3,0.3,1128243.8,1.75,1.75,95.8,100.02,110.4,106.05,108.05,102.8,103.68,5.2,113.1,115.1,115.45
2019-05-01,2086.9,535376,5382849,54527.3,43457.7,211484.3,312.7,60.87,178,4401,1.68,7795.31,1.84,306218.9,186359.3,107449.4,0.3,1137778.1,1.75,1.75,92.1,100.01,110.4,106.04,108.17,102.85,103.79,4.9,112.7,115.3,116.42
2019-06-01,2105.3,592457,4600447,54595.9,42126,215311.6,313,54.71,123,6920,1.5,9027.14,1.8,307850.9,186961.8,107350,0.3,1149658.3,1.76,1.75,92.8,99.95,110.38,106,108.38,102.85,103.5,4.4,112.7,115.4,118.83
2019-07-01,2079.48,517781,4429029,50820.5,42429.9,218082,312.9,57.55,190,8817,1.38,11874.82,1.68,310648.3,187995.3,107479.5,0.3,1160682.2,1.63,1.5,89.6,99.96,110.42,106.04,108.24,103.02,103.5,4.4,112.3,115.4,121.25
2019-08-01,1944.24,498673,4662803,50487.7,42117,216662,299.6,54.84,205,6607,1.16,14792.41,1.49,314138.1,189603,108202.9,0.3,1176732.9,1.51,1.5,88.8,99.93,110.45,106.04,108.5,103.09,103.74,3.8,112.6,115.7,122.84
2019-09-01,2045.21,453725,4520648,44541.7,42171.5,222503.4,293.8,56.97,207,7021,1.29,17763.43,1.54,315819.7,190097.9,111768.4,0.3,1186785.6,1.52,1.5,91.7,99.92,110.49,106.06,108.37,103.24,103.8,3.6,112.5,116.1,124.18
2019-10-01,2065.75,423066,4421096,50991.2,40914,222908.9,288,54.01,191,11576,1.36,35599.44,1.46,318900.5,192231.8,111128.3,0.3,1201916.8,1.36,1.25,91.1,100.04,110.56,106.14,108.76,103.28,103.56,3.6,112.2,116.8,126.02
2019-11-01,2128.79,511317,5317098,46953.7,41141.6,223880.3,273.8,57.07,176,11490,1.49,69418.23,1.52,321228.2,193327,112061.2,0.3,1213871.8,1.28,1.25,91.9,100.1,110.62,106.2,108.72,103.27,103.41,3.4,112.2,117.5,128.35
2019-12-01,2147.01,509438,5065498,41882.9,42413.8,226532.1,285.6,59.8,151,9600,1.39,74181.06,1.53,323097.2,194201.6,113549,0.3,1202827.7,1.28,1.25,92.9,100.11,110.68,106.24,109.25,103.3,103.7,3.3,112.2,118.3,130.38
